feature_pair,correlation_coefficient
"('amplitude__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)')",0.9777090566708946
"('amplitude__permutation_entropy__dimension_3__tau_1', 'amplitude__permutation_entropy__dimension_5__tau_1')",0.9776683292971915
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9775307384731498
"('amplitude__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_9__w_20__widths_(2, 5, 10, 20)')",0.9773385650387267
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__mean_abs_change')",0.9773002863878559
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0')",0.9773002863878559
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0')",0.9772956026827246
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var""')",0.9768450925434317
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0', 'amplitude__cid_ce__normalize_False')",0.976842583040545
"('amplitude__autocorrelation__lag_1', 'amplitude__autocorrelation__lag_2')",0.9762547759513962
"('amplitude__autocorrelation__lag_2', 'amplitude__partial_autocorrelation__lag_1')",0.9762547759513962
"('amplitude__ar_coefficient__coeff_6__k_10', 'amplitude__ar_coefficient__coeff_8__k_10')",0.976039791972205
"('amplitude__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)')",0.9759627724704646
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9757474165490925
"('amplitude__index_mass_quantile__q_0.6', 'amplitude__index_mass_quantile__q_0.7')",0.9753137107846482
"('amplitude__permutation_entropy__dimension_5__tau_1', 'amplitude__permutation_entropy__dimension_7__tau_1')",0.9751929600958812
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4', 'amplitude__number_crossing_m__m_-1')",0.9750899248655195
"('amplitude__quantile__q_0.2', 'amplitude__quantile__q_0.3')",0.9744086734558199
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0', 'amplitude__mean_abs_change')",0.973973202523204
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.973973202523204
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.9739493769414552
"('amplitude__ar_coefficient__coeff_3__k_10', 'amplitude__ar_coefficient__coeff_7__k_10')",0.9738488261996013
"('amplitude__matrix_profile__feature_""mean""__threshold_0.98', 'amplitude__matrix_profile__feature_""median""__threshold_0.98')",0.9737666386193814
"('amplitude__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)')",0.973332401761572
"('amplitude__quantile__q_0.3', 'amplitude__quantile__q_0.8')",-0.9732162785721445
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4')",0.9730612728384104
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9729974307452344
"('amplitude__number_peaks__n_1', 'amplitude__permutation_entropy__dimension_6__tau_1')",0.9728539798235522
"('amplitude__cwt_coefficients__coeff_3__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)')",0.97276694031922
"('amplitude__cwt_coefficients__coeff_13__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)')",0.972642521076626
"('amplitude__ar_coefficient__coeff_2__k_10', 'amplitude__ar_coefficient__coeff_4__k_10')",0.9723662895472179
"('amplitude__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_2__w_10__widths_(2, 5, 10, 20)')",0.972155606263978
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__cid_ce__normalize_False')",0.972144734619046
"('amplitude__number_crossing_m__m_-1', 'amplitude__range_count__max_1__min_-1')",-0.9721077539090242
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6', 'amplitude__cid_ce__normalize_False')",0.9720320622070252
"('amplitude__quantile__q_0.7', 'amplitude__quantile__q_0.8')",0.9715234359461641
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4')",0.9713714467701863
"('amplitude__cwt_coefficients__coeff_4__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)')",0.9712722330769381
"('amplitude__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var""')",0.9712433687126479
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0')",0.971195789852543
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9706356772102515
"('amplitude__ar_coefficient__coeff_8__k_10', 'amplitude__ar_coefficient__coeff_9__k_10')",-0.9704855819429489
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4')",0.9704619308583754
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9702307837647133
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4')",0.9701250844425767
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""')",0.970007186822962
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8')",0.9699903882905422
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6', 'amplitude__cid_ce__normalize_False')",0.9697583188189276
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2')",0.9697485811366996
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""')",0.9695014172474299
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4', 'amplitude__cid_ce__normalize_False')",0.9694480435381789
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6')",0.9694173317318757
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9692540706460535
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0')",0.969194851610961
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6', 'amplitude__mean_abs_change')",0.9690830962349328
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9690830962349328
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9690520851000638
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4', 'amplitude__range_count__max_1__min_-1')",-0.9689242516335339
"('amplitude__cwt_coefficients__coeff_10__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_6__w_20__widths_(2, 5, 10, 20)')",0.9688983623589718
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9687686450870301
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0', 'amplitude__mean_abs_change')",0.968580698400601
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.968580698400601
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9685581292406603
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9683820978055225
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""')",0.9681723909774433
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0')",0.9680075115624911
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__mean_abs_change')",0.9679127124168256
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4')",0.9679127124168256
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4')",0.9678853909864936
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2')",0.9678218095946362
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min""', 'amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""')",0.9675881241104375
"('amplitude__index_mass_quantile__q_0.7', 'amplitude__index_mass_quantile__q_0.8')",0.9671750183459185
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9670676059931954
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.2__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0')",0.9665597475174135
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0')",0.9665329341241213
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.9664605209021329
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""', 'amplitude__linear_trend__attr_""stderr""')",0.9663673842806423
"('amplitude__number_peaks__n_1', 'amplitude__permutation_entropy__dimension_4__tau_1')",0.9662283594982632
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""', 'amplitude__linear_trend__attr_""rvalue""')",0.9662240912728626
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0', 'amplitude__cid_ce__normalize_False')",0.9662005895151029
"('amplitude__quantile__q_0.2', 'amplitude__quantile__q_0.7')",-0.9661365256556551
"('amplitude__quantile__q_0.2', 'amplitude__quantile__q_0.9')",-0.9661201204297697
"('amplitude__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)')",0.9660282372608809
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9659764290547395
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0')",0.9658987398663397
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__mean_abs_change')",0.9658987398663397
"('amplitude__absolute_sum_of_changes', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""')",0.9658640199052181
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""', 'amplitude__standard_deviation')",0.9656445698502829
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""', 'amplitude__root_mean_square')",0.9656445698502828
"('amplitude__number_peaks__n_1', 'amplitude__permutation_entropy__dimension_5__tau_1')",0.9653682456982225
"('amplitude__permutation_entropy__dimension_4__tau_1', 'amplitude__permutation_entropy__dimension_7__tau_1')",0.9653528603227278
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8')",0.9653252775104478
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2')",0.9653103479359828
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0')",0.9651843543248448
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.9649631216862856
"('amplitude__number_peaks__n_1', 'amplitude__permutation_entropy__dimension_7__tau_1')",0.9647573683619342
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4', 'amplitude__range_count__max_1__min_-1')",-0.9647091818783617
"('amplitude__ar_coefficient__coeff_2__k_10', 'amplitude__ar_coefficient__coeff_5__k_10')",-0.9646427630820296
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.964602816984462
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9644114297154385
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0')",0.9643275485002782
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2')",0.9641162185482726
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.964098091831638
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__linear_trend__attr_""stderr""')",0.9639882125340759
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6')",0.963933574584284
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0')",0.963891363767411
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0')",0.963874625810016
"('amplitude__quantile__q_0.1', 'amplitude__quantile__q_0.2')",0.9637533558109579
"('amplitude__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_8__w_20__widths_(2, 5, 10, 20)')",0.9636453128759038
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9634073084036581
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2', 'amplitude__variance')",0.9633370444703396
"('amplitude__abs_energy', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2')",0.9633095479057449
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9632939752860283
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0')",0.9632217052865993
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0')",0.9631959087003857
"('amplitude__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_7__w_20__widths_(2, 5, 10, 20)')",0.9631304269358912
"('amplitude__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""', 'amplitude__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""')",0.9630739107979085
"('amplitude__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)')",0.9629076238324921
"('amplitude__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_7__w_10__widths_(2, 5, 10, 20)')",0.9628839573190475
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9628498613904144
"('amplitude__abs_energy', 'amplitude__quantile__q_0.3')",-0.962749874256042
"('amplitude__ar_coefficient__coeff_5__k_10', 'amplitude__ar_coefficient__coeff_8__k_10')",-0.962738537160774
"('amplitude__quantile__q_0.3', 'amplitude__variance')",-0.9627347905262651
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__cid_ce__normalize_False')",0.9626493955657157
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4', 'amplitude__linear_trend__attr_""stderr""')",0.962442770786109
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.9620831026617594
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2')",0.9620169918136036
"('amplitude__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""', 'amplitude__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min""')",0.961991807019743
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6', 'amplitude__cid_ce__normalize_False')",0.9619680414164442
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__cid_ce__normalize_False')",0.9619510437020834
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""', 'amplitude__quantile__q_0.9')",0.9619102138592481
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__quantile__q_0.3')",-0.9618236666721043
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9615701516796412
"('amplitude__cwt_coefficients__coeff_2__w_20__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)')",0.9614416318263795
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0')",0.9614243653243859
"('amplitude__quantile__q_0.1', 'amplitude__quantile__q_0.8')",-0.9614239725581757
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6')",0.9613299459596623
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6', 'amplitude__mean_abs_change')",0.961231737543935
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.961231737543935
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.961198234511254
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""', 'amplitude__quantile__q_0.9')",0.9611432637519401
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0')",0.9611282297306372
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6')",0.961092988968733
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0')",0.9609656719051758
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0', 'amplitude__mean_abs_change')",0.9609656719051758
"('amplitude__absolute_sum_of_changes', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0')",0.9609350288201569
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2')",0.9607492646754405
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""', 'amplitude__quantile__q_0.1')",-0.960743663788251
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""', 'amplitude__quantile__q_0.1')",-0.9605557419967996
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2', 'amplitude__quantile__q_0.7')",0.9605102681098332
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""', 'amplitude__quantile__q_0.1')",-0.9605082970673613
"('amplitude__cwt_coefficients__coeff_0__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)')",0.9604374524483854
"('amplitude__cwt_coefficients__coeff_6__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_9__w_10__widths_(2, 5, 10, 20)')",0.9601560046530836
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2', 'amplitude__quantile__q_0.2')",-0.960142818839565
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4')",0.9601427835110781
"('amplitude__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)', 'amplitude__cwt_coefficients__coeff_5__w_10__widths_(2, 5, 10, 20)')",0.9601136202811158
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__linear_trend__attr_""stderr""')",0.960092638594544
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0', 'amplitude__cid_ce__normalize_False')",0.9600603317700513
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0')",0.9598939456144266
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8', 'amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8')",0.9597814350132751
"('amplitude__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2')",0.9596154507730958
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6')",0.9595407502966933
"('amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""', 'amplitude__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""')",0.9595207352809687
"('amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""', 'amplitude__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean""')",0.9594800841402421
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2')",0.959382694974561
"('amplitude__abs_energy', 'amplitude__quantile__q_0.1')",-0.9593528584287747
"('amplitude__quantile__q_0.1', 'amplitude__variance')",-0.9593433180327451
"('amplitude__matrix_profile__feature_""25""__threshold_0.98', 'amplitude__matrix_profile__feature_""mean""__threshold_0.98')",0.9592261581049555
"('amplitude__quantile__q_0.8', 'amplitude__quantile__q_0.9')",0.9592028835434042
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2', 'amplitude__quantile__q_0.9')",0.958951154508668
"('amplitude__cid_ce__normalize_True', 'amplitude__fft_aggregated__aggtype_""centroid""')",0.9588951065531542
"('amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0', 'amplitude__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4')",0.958818722435058
"('amplitude__linear_trend__attr_""stderr""', 'amplitude__mean_abs_change')",0.9587807886083648
"('amplitude__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0', 'amplitude__linear_trend__attr_""stderr""')",0.9587807886083648
