id,datetime,station,channel,event_mseed,filename,label
647,2017-10-19 10:31:39.257,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1031 39.257000.mseed,20171019 1031 39.257000.mseed,0
648,2017-10-19 10:32:32.854,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1032 32.854000.mseed,20171019 1032 32.854000.mseed,0
648,2017-10-19 10:32:32.825,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1032 32.825000.mseed,20171019 1032 32.825000.mseed,0
648,2017-10-19 10:32:31.879,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1032 31.879000.mseed,20171019 1032 31.879000.mseed,1
648,2017-10-19 10:32:32.491,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1032 32.491000.mseed,20171019 1032 32.491000.mseed,0
648,2017-10-19 10:32:31.424,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1032 31.424000.mseed,20171019 1032 31.424000.mseed,0
649,2017-10-19 10:35:29.967,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1035 29.967000.mseed,20171019 1035 29.967000.mseed,0
649,2017-10-19 10:35:30.465,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1035 30.465000.mseed,20171019 1035 30.465000.mseed,0
649,2017-10-19 10:35:31.405,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1035 31.405000.mseed,20171019 1035 31.405000.mseed,0
649,2017-10-19 10:35:31.597,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1035 31.597000.mseed,20171019 1035 31.597000.mseed,0
650,2017-10-19 10:38:41.168,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1038 41.168000.mseed,20171019 1038 41.168000.mseed,0
650,2017-10-19 10:38:41.092,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1038 41.092000.mseed,20171019 1038 41.092000.mseed,0
650,2017-10-19 10:38:40.802,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1038 40.802000.mseed,20171019 1038 40.802000.mseed,0
650,2017-10-19 10:38:39.787,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1038 39.787000.mseed,20171019 1038 39.787000.mseed,0
650,2017-10-19 10:38:40.250,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1038 40.250000.mseed,20171019 1038 40.250000.mseed,0
651,2017-10-19 10:43:52.945,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1043 52.945000.mseed,20171019 1043 52.945000.mseed,0
651,2017-10-19 10:43:53.416,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1043 53.416000.mseed,20171019 1043 53.416000.mseed,0
651,2017-10-19 10:43:54.045,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1043 54.045000.mseed,20171019 1043 54.045000.mseed,0
651,2017-10-19 10:43:54.347,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1043 54.347000.mseed,20171019 1043 54.347000.mseed,0
651,2017-10-19 10:43:54.446,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1043 54.446000.mseed,20171019 1043 54.446000.mseed,0
652,2017-10-19 10:54:18.903,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1054 18.903000.mseed,20171019 1054 18.903000.mseed,0
652,2017-10-19 10:54:18.179,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1054 18.179000.mseed,20171019 1054 18.179000.mseed,0
652,2017-10-19 10:54:18.436,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1054 18.436000.mseed,20171019 1054 18.436000.mseed,0
652,2017-10-19 10:54:17.096,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1054 17.096000.mseed,20171019 1054 17.096000.mseed,0
652,2017-10-19 10:54:17.564,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1054 17.564000.mseed,20171019 1054 17.564000.mseed,0
653,2017-10-19 10:54:26.219,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1054 26.219000.mseed,20171019 1054 26.219000.mseed,0
653,2017-10-19 10:54:26.900,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1054 26.900000.mseed,20171019 1054 26.900000.mseed,0
653,2017-10-19 10:54:27.266,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1054 27.266000.mseed,20171019 1054 27.266000.mseed,0
653,2017-10-19 10:54:27.746,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1054 27.746000.mseed,20171019 1054 27.746000.mseed,0
653,2017-10-19 10:54:27.759,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1054 27.759000.mseed,20171019 1054 27.759000.mseed,0
654,2017-10-19 10:54:57.275,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1054 57.275000.mseed,20171019 1054 57.275000.mseed,0
654,2017-10-19 10:54:57.912,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1054 57.912000.mseed,20171019 1054 57.912000.mseed,0
654,2017-10-19 10:54:58.222,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1054 58.222000.mseed,20171019 1054 58.222000.mseed,0
655,2017-10-19 10:56:38.949,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1056 38.949000.mseed,20171019 1056 38.949000.mseed,0
655,2017-10-19 10:56:38.463,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1056 38.463000.mseed,20171019 1056 38.463000.mseed,0
655,2017-10-19 10:56:38.808,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1056 38.808000.mseed,20171019 1056 38.808000.mseed,0
655,2017-10-19 10:56:37.477,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1056 37.477000.mseed,20171019 1056 37.477000.mseed,0
655,2017-10-19 10:56:37.885,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1056 37.885000.mseed,20171019 1056 37.885000.mseed,0
656,2017-10-19 10:58:13.608,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1058 13.608000.mseed,20171019 1058 13.608000.mseed,0
656,2017-10-19 10:58:14.463,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1058 14.463000.mseed,20171019 1058 14.463000.mseed,0
656,2017-10-19 10:58:14.797,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1058 14.797000.mseed,20171019 1058 14.797000.mseed,0
656,2017-10-19 10:58:14.833,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1058 14.833000.mseed,20171019 1058 14.833000.mseed,0
657,2017-10-19 10:59:02.975,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1059 02.975000.mseed,20171019 1059 02.975000.mseed,0
657,2017-10-19 10:59:03.197,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1059 03.197000.mseed,20171019 1059 03.197000.mseed,0
657,2017-10-19 10:59:02.052,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1059 02.052000.mseed,20171019 1059 02.052000.mseed,0
657,2017-10-19 10:59:02.797,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1059 02.797000.mseed,20171019 1059 02.797000.mseed,0
658,2017-10-19 11:02:42.097,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1102 42.097000.mseed,20171019 1102 42.097000.mseed,0
658,2017-10-19 11:02:42.535,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1102 42.535000.mseed,20171019 1102 42.535000.mseed,0
658,2017-10-19 11:02:43.150,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1102 43.150000.mseed,20171019 1102 43.150000.mseed,0
658,2017-10-19 11:02:43.491,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1102 43.491000.mseed,20171019 1102 43.491000.mseed,0
658,2017-10-19 11:02:43.507,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1102 43.507000.mseed,20171019 1102 43.507000.mseed,0
659,2017-10-19 11:04:52.482,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1104 52.482000.mseed,20171019 1104 52.482000.mseed,0
659,2017-10-19 11:04:53.099,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1104 53.099000.mseed,20171019 1104 53.099000.mseed,0
659,2017-10-19 11:04:53.427,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1104 53.427000.mseed,20171019 1104 53.427000.mseed,0
660,2017-10-19 11:05:39.057,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1105 39.057000.mseed,20171019 1105 39.057000.mseed,0
660,2017-10-19 11:05:38.737,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1105 38.737000.mseed,20171019 1105 38.737000.mseed,0
660,2017-10-19 11:05:39.367,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1105 39.367000.mseed,20171019 1105 39.367000.mseed,0
660,2017-10-19 11:05:37.728,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1105 37.728000.mseed,20171019 1105 37.728000.mseed,0
660,2017-10-19 11:05:38.307,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1105 38.307000.mseed,20171019 1105 38.307000.mseed,0
661,2017-10-19 11:07:12.506,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1107 12.506000.mseed,20171019 1107 12.506000.mseed,0
661,2017-10-19 11:07:13.146,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1107 13.146000.mseed,20171019 1107 13.146000.mseed,0
661,2017-10-19 11:07:13.567,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1107 13.567000.mseed,20171019 1107 13.567000.mseed,0
662,2017-10-19 11:08:30.078,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1108 30.078000.mseed,20171019 1108 30.078000.mseed,0
662,2017-10-19 11:08:30.590,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1108 30.590000.mseed,20171019 1108 30.590000.mseed,0
662,2017-10-19 11:08:31.371,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1108 31.371000.mseed,20171019 1108 31.371000.mseed,0
662,2017-10-19 11:08:31.565,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1108 31.565000.mseed,20171019 1108 31.565000.mseed,0
662,2017-10-19 11:08:31.578,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1108 31.578000.mseed,20171019 1108 31.578000.mseed,0
663,2017-10-19 11:11:16.123,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1111 16.123000.mseed,20171019 1111 16.123000.mseed,0
663,2017-10-19 11:11:16.058,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1111 16.058000.mseed,20171019 1111 16.058000.mseed,0
663,2017-10-19 11:11:15.673,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1111 15.673000.mseed,20171019 1111 15.673000.mseed,0
663,2017-10-19 11:11:14.660,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1111 14.660000.mseed,20171019 1111 14.660000.mseed,0
663,2017-10-19 11:11:15.134,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1111 15.134000.mseed,20171019 1111 15.134000.mseed,0
664,2017-10-19 11:12:11.872,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1112 11.872000.mseed,20171019 1112 11.872000.mseed,0
664,2017-10-19 11:12:12.443,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1112 12.443000.mseed,20171019 1112 12.443000.mseed,0
664,2017-10-19 11:12:12.762,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1112 12.762000.mseed,20171019 1112 12.762000.mseed,0
665,2017-10-19 11:16:13.297,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1116 13.297000.mseed,20171019 1116 13.297000.mseed,0
665,2017-10-19 11:16:13.581,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1116 13.581000.mseed,20171019 1116 13.581000.mseed,0
665,2017-10-19 11:16:14.136,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1116 14.136000.mseed,20171019 1116 14.136000.mseed,0
665,2017-10-19 11:16:14.531,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1116 14.531000.mseed,20171019 1116 14.531000.mseed,0
665,2017-10-19 11:16:14.703,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1116 14.703000.mseed,20171019 1116 14.703000.mseed,0
666,2017-10-19 11:18:35.135,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1118 35.135000.mseed,20171019 1118 35.135000.mseed,0
666,2017-10-19 11:18:34.952,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1118 34.952000.mseed,20171019 1118 34.952000.mseed,0
666,2017-10-19 11:18:34.708,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1118 34.708000.mseed,20171019 1118 34.708000.mseed,0
666,2017-10-19 11:18:33.989,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1118 33.989000.mseed,20171019 1118 33.989000.mseed,0
666,2017-10-19 11:18:33.481,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1118 33.481000.mseed,20171019 1118 33.481000.mseed,0
667,2017-10-19 11:24:12.969,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1124 12.969000.mseed,20171019 1124 12.969000.mseed,0
667,2017-10-19 11:24:13.489,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1124 13.489000.mseed,20171019 1124 13.489000.mseed,0
667,2017-10-19 11:24:14.120,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1124 14.120000.mseed,20171019 1124 14.120000.mseed,3
667,2017-10-19 11:24:14.366,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1124 14.366000.mseed,20171019 1124 14.366000.mseed,0
667,2017-10-19 11:24:14.427,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1124 14.427000.mseed,20171019 1124 14.427000.mseed,0
668,2017-10-19 11:32:21.709,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1132 21.709000.mseed,20171019 1132 21.709000.mseed,0
668,2017-10-19 11:32:22.029,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1132 22.029000.mseed,20171019 1132 22.029000.mseed,0
668,2017-10-19 11:32:20.676,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1132 20.676000.mseed,20171019 1132 20.676000.mseed,0
668,2017-10-19 11:32:21.114,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1132 21.114000.mseed,20171019 1132 21.114000.mseed,0
669,2017-10-19 11:36:47.598,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1136 47.598000.mseed,20171019 1136 47.598000.mseed,0
669,2017-10-19 11:36:47.779,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1136 47.779000.mseed,20171019 1136 47.779000.mseed,0
669,2017-10-19 11:36:48.516,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1136 48.516000.mseed,20171019 1136 48.516000.mseed,0
669,2017-10-19 11:36:48.534,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1136 48.534000.mseed,20171019 1136 48.534000.mseed,0
670,2017-10-19 11:36:08.851,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1136 08.851000.mseed,20171019 1136 08.851000.mseed,0
670,2017-10-19 11:36:09.337,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1136 09.337000.mseed,20171019 1136 09.337000.mseed,0
670,2017-10-19 11:36:09.961,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1136 09.961000.mseed,20171019 1136 09.961000.mseed,0
670,2017-10-19 11:36:10.312,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1136 10.312000.mseed,20171019 1136 10.312000.mseed,0
670,2017-10-19 11:36:10.414,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1136 10.414000.mseed,20171019 1136 10.414000.mseed,0
671,2017-10-19 11:38:06.103,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1138 06.103000.mseed,20171019 1138 06.103000.mseed,0
671,2017-10-19 11:38:05.838,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1138 05.838000.mseed,20171019 1138 05.838000.mseed,0
671,2017-10-19 11:38:05.980,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1138 05.980000.mseed,20171019 1138 05.980000.mseed,0
671,2017-10-19 11:38:04.590,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1138 04.590000.mseed,20171019 1138 04.590000.mseed,0
671,2017-10-19 11:38:05.055,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1138 05.055000.mseed,20171019 1138 05.055000.mseed,0
672,2017-10-19 11:45:14.848,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1145 14.848000.mseed,20171019 1145 14.848000.mseed,0
672,2017-10-19 11:45:15.290,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1145 15.290000.mseed,20171019 1145 15.290000.mseed,0
672,2017-10-19 11:45:15.889,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1145 15.889000.mseed,20171019 1145 15.889000.mseed,0
672,2017-10-19 11:45:16.306,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1145 16.306000.mseed,20171019 1145 16.306000.mseed,0
672,2017-10-19 11:45:16.310,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1145 16.310000.mseed,20171019 1145 16.310000.mseed,0
673,2017-10-19 11:46:38.163,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1146 38.163000.mseed,20171019 1146 38.163000.mseed,0
673,2017-10-19 11:46:37.515,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1146 37.515000.mseed,20171019 1146 37.515000.mseed,0
673,2017-10-19 11:46:37.952,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1146 37.952000.mseed,20171019 1146 37.952000.mseed,0
673,2017-10-19 11:46:36.459,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1146 36.459000.mseed,20171019 1146 36.459000.mseed,0
673,2017-10-19 11:46:36.890,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1146 36.890000.mseed,20171019 1146 36.890000.mseed,0
674,2017-10-19 11:47:39.884,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1147 39.884000.mseed,20171019 1147 39.884000.mseed,0
674,2017-10-19 11:47:40.424,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1147 40.424000.mseed,20171019 1147 40.424000.mseed,3
674,2017-10-19 11:47:40.928,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1147 40.928000.mseed,20171019 1147 40.928000.mseed,0
674,2017-10-19 11:47:41.040,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1147 41.040000.mseed,20171019 1147 41.040000.mseed,0
675,2017-10-19 11:58:24.764,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1158 24.764000.mseed,20171019 1158 24.764000.mseed,0
675,2017-10-19 11:58:23.249,ABNG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\ABNG\20171019 1158 23.249000.mseed,20171019 1158 23.249000.mseed,0
675,2017-10-19 11:58:23.736,CEGI,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\CEGI\20171019 1158 23.736000.mseed,20171019 1158 23.736000.mseed,0
675,2017-10-19 11:58:24.313,TMKS,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\TMKS\20171019 1158 24.313000.mseed,20171019 1158 24.313000.mseed,3
675,2017-10-19 11:58:24.660,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1158 24.660000.mseed,20171019 1158 24.660000.mseed,0
675,2017-10-19 11:58:24.939,REND,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\REND\20171019 1158 24.939000.mseed,20171019 1158 24.939000.mseed,0
676,2017-10-19 12:00:24.353,YHKR,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\YHKR\20171019 1200 24.353000.mseed,20171019 1200 24.353000.mseed,0
676,2017-10-19 12:00:24.310,PSAG,EHZ,D:\Project\pick-agung\join_output\filtering_0-0Hz_resample_50Hz_duration_20second\PSAG\20171019 1200 24.310000.mseed,20171019 1200 24.310000.mseed,0
